timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1674570627696,1436,/object_info_2,200,OK,Step load of 50 users 1-5,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,1436,0,1211
1674570628688,442,/object_info_1,200,OK,Step load of 50 users 1-9,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,442,0,219
1674570628687,447,/object_info_3,200,OK,Step load of 50 users 1-6,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,447,0,220
1674570628791,420,/object_info_2,200,OK,Step load of 50 users 1-8,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,420,0,214
1674570628761,447,/user_info_2,200,OK,Step load of 50 users 1-1,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,447,0,223
1674570628848,427,/user_info_2,200,OK,Step load of 50 users 1-2,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,426,0,216
1674570628932,436,/user_info_2,200,OK,Step load of 50 users 1-3,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,436,0,224
1674570628944,427,/get_method,200,OK,Step load of 50 users 1-4,text,true,,168,150,10,10,http://162.55.220.72:5005/get_method?name=Ilia&age=29,426,0,212
1674570628955,440,/object_info_3,200,OK,Step load of 50 users 1-7,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,440,0,220
1674570628944,451,/object_info_1,200,OK,Step load of 50 users 1-10,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,451,0,212
1674570629133,436,/object_info_2,200,OK,Step load of 50 users 1-9,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,436,0,215
1674570629133,436,/object_info_3,200,OK,Step load of 50 users 1-5,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,436,0,215
1674570629135,442,/object_info_4,200,OK,Step load of 50 users 1-6,text,true,,239,166,10,10,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,442,0,230
1674570629212,446,/user_info_3,200,OK,Step load of 50 users 1-1,text,true,,371,248,10,10,http://162.55.220.72:5005/user_info_3,446,0,236
1674570629212,452,/object_info_3,200,OK,Step load of 50 users 1-8,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,452,0,236
1674570629276,427,/user_info_3,200,OK,Step load of 50 users 1-2,text,true,,371,248,10,10,http://162.55.220.72:5005/user_info_3,427,0,219
1674570629387,442,/user_info_2,200,OK,Step load of 50 users 1-4,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,442,0,229
1674570629396,434,/object_info_4,200,OK,Step load of 50 users 1-7,text,true,,239,166,10,10,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,433,0,220
1674570629387,443,/user_info_3,200,OK,Step load of 50 users 1-3,text,true,,371,248,10,10,http://162.55.220.72:5005/user_info_3,443,0,229
1674570629396,450,/object_info_2,200,OK,Step load of 50 users 1-10,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,450,0,238
1674570629571,426,/object_info_3,200,OK,Step load of 50 users 1-9,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,426,0,215
1674570629578,421,/get_method,200,OK,Step load of 50 users 1-6,text,true,,168,150,10,10,http://162.55.220.72:5005/get_method?name=Ilia&age=29,420,0,208
1674570629571,428,/object_info_4,200,OK,Step load of 50 users 1-5,text,true,,239,166,10,10,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,428,0,215
1674570629665,417,/object_info_4,200,OK,Step load of 50 users 1-8,text,true,,239,166,10,10,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,417,0,210
1674570629661,426,/object_info_1,200,OK,Step load of 50 users 1-1,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,426,0,214
1674570629704,426,/object_info_1,200,OK,Step load of 50 users 1-2,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,426,0,221
1674570629834,423,/user_info_3,200,OK,Step load of 50 users 1-4,text,true,,371,248,10,10,http://162.55.220.72:5005/user_info_3,423,0,212
1674570629834,423,/get_method,200,OK,Step load of 50 users 1-7,text,true,,168,150,10,10,http://162.55.220.72:5005/get_method?name=Ilia&age=29,423,0,212
1674570629834,423,/object_info_1,200,OK,Step load of 50 users 1-3,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,423,0,212
1674570629847,426,/object_info_3,200,OK,Step load of 50 users 1-10,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,426,0,217
1674570630003,446,/get_method,200,OK,Step load of 50 users 1-5,text,true,,168,150,10,10,http://162.55.220.72:5005/get_method?name=Ilia&age=29,446,0,229
1674570629999,450,/object_info_4,200,OK,Step load of 50 users 1-9,text,true,,239,166,10,10,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,450,0,233
1674570629999,450,/user_info_2,200,OK,Step load of 50 users 1-6,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,450,0,233
1674570630087,444,/object_info_2,200,OK,Step load of 50 users 1-1,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,443,0,228
1674570630083,448,/get_method,200,OK,Step load of 50 users 1-8,text,true,,168,150,10,10,http://162.55.220.72:5005/get_method?name=Ilia&age=29,446,0,232
1674570630131,422,/object_info_2,200,OK,Step load of 50 users 1-2,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,422,0,217
1674570630258,425,/object_info_1,200,OK,Step load of 50 users 1-4,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,425,0,208
1674570630258,430,/user_info_2,200,OK,Step load of 50 users 1-7,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,430,0,208
1674570630258,430,/object_info_2,200,OK,Step load of 50 users 1-3,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,430,0,208
1674570630280,449,/object_info_4,200,OK,Step load of 50 users 1-10,text,true,,239,166,10,10,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,449,0,215
1674570630449,455,/user_info_2,200,OK,Step load of 50 users 1-5,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,455,0,225
1674570630450,447,/get_method,200,OK,Step load of 50 users 1-9,text,true,,168,150,10,10,http://162.55.220.72:5005/get_method?name=Ilia&age=29,447,0,224
1674570630450,454,/user_info_3,200,OK,Step load of 50 users 1-6,text,true,,371,248,10,10,http://162.55.220.72:5005/user_info_3,454,0,224
1674570630539,427,/user_info_2,200,OK,Step load of 50 users 1-8,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,426,0,222
1674570630562,456,/object_info_3,200,OK,Step load of 50 users 1-2,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,456,0,213
1674570630539,485,/object_info_3,200,OK,Step load of 50 users 1-1,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,485,0,236
1674570630689,426,/object_info_3,200,OK,Step load of 50 users 1-3,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,425,0,208
1674570630686,429,/object_info_2,200,OK,Step load of 50 users 1-4,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,429,0,211
1674570630690,427,/user_info_3,200,OK,Step load of 50 users 1-7,text,true,,371,248,10,10,http://162.55.220.72:5005/user_info_3,427,0,213
1674570630731,433,/get_method,200,OK,Step load of 50 users 1-10,text,true,,168,150,10,10,http://162.55.220.72:5005/get_method?name=Ilia&age=29,433,0,224
1674570630909,413,/object_info_1,200,OK,Step load of 50 users 1-6,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,413,0,206
1674570630909,416,/user_info_2,200,OK,Step load of 50 users 1-9,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,416,0,206
1674570630909,454,/user_info_3,200,OK,Step load of 50 users 1-5,text,true,,371,248,10,10,http://162.55.220.72:5005/user_info_3,454,0,225
1674570630966,448,/user_info_3,200,OK,Step load of 50 users 1-8,text,true,,371,248,10,10,http://162.55.220.72:5005/user_info_3,448,0,238
1674570631018,449,/object_info_4,200,OK,Step load of 50 users 1-2,text,true,,239,166,10,10,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,449,0,238
1674570631025,445,/object_info_4,200,OK,Step load of 50 users 1-1,text,true,,239,166,10,10,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,445,0,231
1674570631117,421,/object_info_1,200,OK,Step load of 50 users 1-7,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,421,0,207
1674570631116,422,/object_info_3,200,OK,Step load of 50 users 1-4,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,422,0,206
1674570631115,423,/object_info_4,200,OK,Step load of 50 users 1-3,text,true,,239,166,10,10,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,422,0,207
1674570631165,439,/user_info_2,200,OK,Step load of 50 users 1-10,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,439,0,231
1674570631322,422,/object_info_2,200,OK,Step load of 50 users 1-6,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,422,0,212
1674570631325,419,/user_info_3,200,OK,Step load of 50 users 1-9,text,true,,371,248,10,10,http://162.55.220.72:5005/user_info_3,419,0,209
1674570631364,426,/object_info_1,200,OK,Step load of 50 users 1-5,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,425,0,220
1674570631418,427,/object_info_1,200,OK,Step load of 50 users 1-8,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,426,0,220
1674570631467,422,/get_method,200,OK,Step load of 50 users 1-2,text,true,,168,150,10,10,http://162.55.220.72:5005/get_method?name=Ilia&age=29,422,0,218
1674570631539,420,/get_method,200,OK,Step load of 50 users 1-3,text,true,,168,150,10,10,http://162.55.220.72:5005/get_method?name=Ilia&age=29,420,0,214
1674570631539,465,/object_info_2,200,OK,Step load of 50 users 1-7,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,465,0,235
1674570631604,452,/user_info_3,200,OK,Step load of 50 users 1-10,text,true,,371,248,10,10,http://162.55.220.72:5005/user_info_3,452,0,240
1674570631750,414,/object_info_1,200,OK,Step load of 50 users 1-9,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,414,0,209
1674570631750,414,/object_info_3,200,OK,Step load of 50 users 1-6,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,413,0,209
1674570631791,429,/object_info_2,200,OK,Step load of 50 users 1-5,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,429,0,213
1674570631847,422,/object_info_2,200,OK,Step load of 50 users 1-8,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,422,0,206
1674570631909,447,/user_info_2,200,OK,Step load of 50 users 1-2,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,446,0,236
1674570631960,428,/user_info_2,200,OK,Step load of 50 users 1-3,text,true,,470,248,10,10,http://162.55.220.72:5005/user_info_2,428,0,213
1674570632004,431,/object_info_3,200,OK,Step load of 50 users 1-7,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,431,0,208
1674570632056,415,/object_info_1,200,OK,Step load of 50 users 1-10,text,true,,230,163,10,10,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,415,0,209
1674570632170,434,/object_info_4,200,OK,Step load of 50 users 1-6,text,true,,239,166,10,10,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,434,0,216
1674570632170,434,/object_info_2,200,OK,Step load of 50 users 1-9,text,true,,470,166,10,10,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,434,0,216
1674570632227,456,/object_info_3,200,OK,Step load of 50 users 1-5,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,456,0,216
1674570632270,430,/object_info_3,200,OK,Step load of 50 users 1-8,text,true,,526,166,10,10,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,429,0,214
1674570632436,708,/object_info_4,200,OK,Step load of 50 users 1-7,text,true,,239,166,12,12,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,708,0,246
1674570632472,672,/object_info_2,200,OK,Step load of 50 users 1-10,text,true,,470,166,12,12,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,672,0,227
1674570632402,742,/user_info_3,200,OK,Step load of 50 users 1-3,text,true,,371,248,12,12,http://162.55.220.72:5005/user_info_3,742,0,235
1674570632360,974,/user_info_3,200,OK,Step load of 50 users 1-2,text,true,,371,248,13,13,http://162.55.220.72:5005/user_info_3,974,0,220
1674570632605,742,/get_method,200,OK,Step load of 50 users 1-6,text,true,,168,150,13,13,http://162.55.220.72:5005/get_method?name=Ilia&age=29,742,0,524
1674570632605,743,/object_info_3,200,OK,Step load of 50 users 1-9,text,true,,526,166,13,13,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,743,0,524
1674570632723,641,/get_method,200,OK,Step load of 50 users 1-11,text,true,,168,150,13,13,http://162.55.220.72:5005/get_method?name=Ilia&age=29,641,0,406
1674570632685,679,/object_info_4,200,OK,Step load of 50 users 1-5,text,true,,239,166,13,13,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,679,0,444
1674570632700,664,/object_info_4,200,OK,Step load of 50 users 1-8,text,true,,239,166,13,13,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,664,0,429
1674570633015,430,/get_method,200,OK,Step load of 50 users 1-12,text,true,,168,150,13,13,http://162.55.220.72:5005/get_method?name=Ilia&age=29,430,0,219
1674570633148,431,/object_info_3,200,OK,Step load of 50 users 1-10,text,true,,526,166,13,13,http://162.55.220.72:5005/object_info_3?name=Ilia&age=29&salary=10000,431,0,215
1674570633148,431,/get_method,200,OK,Step load of 50 users 1-7,text,true,,168,150,13,13,http://162.55.220.72:5005/get_method?name=Ilia&age=29,431,0,215
1674570633148,431,/object_info_1,200,OK,Step load of 50 users 1-3,text,true,,230,163,13,13,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,431,0,214
1674570633314,425,/get_method,200,OK,Step load of 50 users 1-13,text,true,,168,150,14,14,http://162.55.220.72:5005/get_method?name=Ilia&age=29,425,0,220
1674570633349,412,/object_info_4,200,OK,Step load of 50 users 1-9,text,true,,239,166,14,14,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,412,0,206
1674570633347,422,/user_info_2,200,OK,Step load of 50 users 1-6,text,true,,470,248,14,14,http://162.55.220.72:5005/user_info_2,422,0,208
1674570633335,434,/object_info_1,200,OK,Step load of 50 users 1-2,text,true,,230,163,14,14,http://162.55.220.72:5005/object_info_1?name=Ilia&age=29&weight=67,434,0,220
1674570633364,425,/user_info_2,200,OK,Step load of 50 users 1-11,text,true,,470,248,14,14,http://162.55.220.72:5005/user_info_2,425,0,215
1674570633364,425,/get_method,200,OK,Step load of 50 users 1-8,text,true,,168,150,14,14,http://162.55.220.72:5005/get_method?name=Ilia&age=29,425,0,215
1674570633364,427,/get_method,200,OK,Step load of 50 users 1-5,text,true,,168,150,14,14,http://162.55.220.72:5005/get_method?name=Ilia&age=29,427,0,215
1674570633446,424,/user_info_2,200,OK,Step load of 50 users 1-12,text,true,,470,248,14,14,http://162.55.220.72:5005/user_info_2,424,0,218
1674570633583,417,/user_info_2,200,OK,Step load of 50 users 1-7,text,true,,470,248,15,15,http://162.55.220.72:5005/user_info_2,417,0,206
1674570633583,417,/object_info_4,200,OK,Step load of 50 users 1-10,text,true,,239,166,15,15,http://162.55.220.72:5005/object_info_4?name=Ilia&age=29&salary=10000,417,0,206
1674570633583,423,/object_info_2,200,OK,Step load of 50 users 1-3,text,true,,470,166,15,15,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,423,0,207
1674570633615,424,/get_method,200,OK,Step load of 50 users 1-14,text,true,,168,150,15,15,http://162.55.220.72:5005/get_method?name=Ilia&age=29,424,0,220
1674570633739,428,/user_info_2,200,OK,Step load of 50 users 1-13,text,true,,470,248,15,15,http://162.55.220.72:5005/user_info_2,428,0,216
1674570633769,428,/user_info_3,200,OK,Step load of 50 users 1-6,text,true,,371,248,15,15,http://162.55.220.72:5005/user_info_3,428,0,216
1674570633762,435,/get_method,200,OK,Step load of 50 users 1-9,text,true,,168,150,15,15,http://162.55.220.72:5005/get_method?name=Ilia&age=29,435,0,223
1674570633770,427,/object_info_2,200,OK,Step load of 50 users 1-2,text,true,,470,166,15,15,http://162.55.220.72:5005/object_info_2?name=Ilia&age=29&salary=10000,427,0,215
1674570633789,455,/user_info_3,200,OK,Step load of 50 users 1-11,text,true,,371,248,16,16,http://162.55.220.72:5005/user_info_3,454,0,210
1674570633789,456,/user_info_2,200,OK,Step load of 50 users 1-8,text,true,,470,248,16,16,http://162.55.220.72:5005/user_info_2,456,0,210
1674570633791,455,/user_info_2,200,OK,Step load of 50 users 1-5,text,true,,470,248,16,16,http://162.55.220.72:5005/user_info_2,455,0,208
1674570633874,426,/user_info_3,200,OK,Step load of 50 users 1-12,text,true,,371,248,16,16,http://162.55.220.72:5005/user_info_3,425,0,220
1674570633915,436,/get_method,200,OK,Step load of 50 users 1-15,text,true,,168,150,16,16,http://162.55.220.72:5005/get_method?name=Ilia&age=29,436,0,229
1674570634000,453,/user_info_3,200,OK,Step load of 50 users 1-7,text,true,,371,248,16,16,http://162.55.220.72:5005/user_info_3,453,0,243
1674570634002,451,/get_method,200,OK,Step load of 50 users 1-10,text,true,,168,150,16,16,http://162.55.220.72:5005/get_method?name=Ilia&age=29,451,0,241
1674570634040,419,/user_info_2,200,OK,Step load of 50 users 1-14,text,true,,470,248,16,16,http://162.55.220.72:5005/user_info_2,419,0,205
